Site_id	Site_name	Parameters
433334112565501	USGS 34	P34668, P34506
433322112564301	USGS 38	P34668, P34506
433447112574501	USGS 65	P34668, P34506
433315112560301	USGS 77	P34668, P34506, P34501
433356112574201	USGS 84	P34668
433013113024201	USGS 87	P39180 , P39180, P32106, P34668, P34475, P32102, P34506
432940113030201	USGS 88	P39180, P32106, P32102, P34506
432919113031501	USGS 120	P32102, P39180, P32106, P34475, P34506
433002113021701	RWMC Production	P39180, P32102, P32106, P34475, P34506, P32104
