Site_id	Site_name	Parameter_id
433204112562001	CFA 1	H3
433322112564301	USGS 38	H3
433407112560301	USGS 47	H3
433508112573001	USGS 55	H3
433354112554701	USGS 59	H3
433315112560301	USGS 77	H3
433013113024201	USGS 87	H3
433318112555001	USGS 114	H3
433326112564801	USGS 37	SR90
433322112564301	USGS 38	SR90
433402112561801	USGS 45	SR90
433407112560301	USGS 47	SR90
433344112562601	USGS 57	SR90
433354112554701	USGS 59	SR90
433344112554101	USGS 67	SR90
433314112561801	USGS 113	SR90
